"","V1","V2","V3","Topic","Docs"
"67",0.245833333333333,0.495833333333333,0.258333333333333,2," That makes total sense and that's, definitely something that i'm interested in and having you do it's, just maybe about you coming one level higher. I think that it’s definitely valued. And i think that me filling out an official form will not go as far. You actually going one level higher up and just talking for me personally. "
"68",0.297619047619048,0.369047619047619,0.333333333333333,2," That's a good question. Two days, with no conversation at all. "
"69",0.328502415458937,0.371980676328502,0.29951690821256,2," i usually like to remain pretty loyal. And so i think that before i would go exploring other options, i would come to you. First. You say that i want to continue working for you, but I need a little change. That’s where I stand"
"70",0.289617486338798,0.371584699453552,0.33879781420765,2," Yes, i think that if you give me your word that you're going to, try to do all that. I could definitely see myself doing this is taking on a little more responsibility. "
"71",0.322404371584699,0.322404371584699,0.355191256830601,3," Well, i just considered. Since you're the boss, you would know you the authority to give me a pay raise. "
"72",0.325757575757576,0.314393939393939,0.359848484848485,3," No problem, sir. I just came here to say I wanted to talk to you about potentially getting a pay raise. While i'm really grateful for being able to work here for the past three years and an excellent boss. I think that i've displayed a lot of leadership, good work ethic, doing things haven't really been assigned to me, and i think that based on those. I could really use a pay raise. "
"73",0.339393939393939,0.321212121212121,0.339393939393939,1," Then, in that case, do you think you could speak to him on my approval on my behalf? "
"74",0.314009661835749,0.357487922705314,0.328502415458937,2," Okay, who else would i be competing with?  ~  Do you think i would be competitive for pay raise? You said yourself that, you know, i worked really hard with your, you know, recommendation. I think that would go a long way with upper management. "
"75",0.291079812206573,0.431924882629108,0.276995305164319,2," No, you think, you know, if it's not approved i would just come back and ask why, but I don't want to infringe on your job, because you know you're more connected, to upper management than i am, but i'd still, like to pursue that as much as possible. "
"76",0.303030303030303,0.339393939393939,0.357575757575758,3," I don’t see why not. ~  Thank you, sir. That no, mr, thank you."
"77",0.333333333333333,0.299435028248588,0.367231638418079,3," I’m good. ~  I want to talk about how I have been overlooked in this company. I believe I have been mistreated and deserve a raise. "
"78",0.304597701149425,0.32183908045977,0.373563218390805,3," When you recreate the budget for next year, I would appreciate if you could keep my thoughts in mind. "
"79",0.487562189054726,0.263681592039801,0.248756218905473,1," I've done a lot of things for the company. I’ve lead many projects brought in a lot of business for the company, have taken a lot of extra work that was not assigned to me. "
"80",0.449612403100775,0.275193798449612,0.275193798449612,1," I can show them all the work i've been doing over the past couple months. I believe they will be very impressed.  ~  I believe I have gone above and beyond in my role as an employee here and a lot of people can attest to that and i think i brought a lot of success to the company, which is why i deserve a raise after three years. ~  Yeah, i could contact them, but i prefer it if you could also put in your word based on my work. "
"81",0.373737373737374,0.313131313131313,0.313131313131313,1," in the future, with the higher managerial role, i will be able to further the success by controlling more employees, more divisions of the company, and hopefully bring better outlook for the future. "
"82",0.362573099415205,0.327485380116959,0.309941520467836,1," I would be willing to do that, but i already go above and beyond my duties and do a lot more work than I am required to do. "
"83",0.266666666666667,0.30952380952381,0.423809523809524,3," good morning,  ~  nothing much, sir. Um, i just think i want to talk to you about just discuss something really simple. I want to have an open conversation with you about potentially increasing my salary. "
"84",0.400709219858156,0.358156028368794,0.24113475177305,1," Yes, of course. You know, i've been working closely with you for the past three years since i moved over here and were able to give this amazing opportunity for me to grow and develop my career, which i would like to thank you so much. And not only work but also lead many other projects, i'm bring a lot of business for the company and do really well with it, and I’ve also taken up a lot of extra work that was necessary assigned to me just so that i can do what's best for out company."
"85",0.312312312312312,0.33033033033033,0.357357357357357,3," like you said, you can ask almost anyone in the office, I am always working very hard and for those reasons. I have applied for the raise but they've never been completely approved. And that's. Why i want to talk to you specifically, obviously because I’ve worked so closely with you and you have seen me grow over the years, to see what could be the reasons for that.  ~  Oh, i mean, specifically from our company. Got in. I'm employed a month over and over again. So that kind of awards from us to see that i have been getting good work done and expanding our business to other places.  ~  I think that i've been working for three, full years now and have gone above and beyond, so i was hoping that i would be able to get a fifteen to twenty percent raise. "
"86",0.253968253968254,0.492063492063492,0.253968253968254,2," yes, of course, like I tried to go through the normal channels, as well and everything, and i was hoping that even though you're just one level above me, we've seen that you obviously to do so much for the company, you have your own influence and things like that, and since obviously again, it's up to you. But as you've seen me work kind of with you over the past few years, i just thought that you could also continue to fight expedite the process, because, obviously, like all the rest of the process is important. I feel like i've kind of been through that kind of led me astray to nowhere, so that you could kind of just, like, help me out. "
"87",0.354700854700855,0.367521367521368,0.277777777777778,2," For me, when i obviously when I moved to china and coming to work at this office, my goal was getting kind of continue on with our company. I wasn't planning on jumping for one company to another, and i wanted to stick with us. And help grow myself and my career, as well as use that help our company grow to be the best that it could be"
"88",0.285140562248996,0.48995983935743,0.224899598393574,2," Yeah, of course, i would be ready to kind of do anything that cos obviously, like expertise, people and other things that could help bring more. All represented, kind of like being in a panel showing how it's been such a great experience working here how much I have learned from it. But again, i would do pretty much anything that there needs to be done in order to help our company out and let it grow "
"89",0.299435028248588,0.31638418079096,0.384180790960452,3," No there's, no problem. I just wanted to talk about the idea, potentially me getting a raise. "
"90",0.341880341880342,0.38034188034188,0.277777777777778,2," Sure. Um, so i've been here for three years. I've been doing not only my own work, but i've been do, like more work than has been assigned to me, and i feel that it's all been very, very well done. You always really appreciated everything. And so i was just thinking that after a long time and for the value that i bring, i think that a pay raise is appropriate at this time. "
"91",0.298449612403101,0.414728682170543,0.286821705426357,2," i didn't do it yet, but i can write that letter if that's what's needed  ~  Um, well, after so many years, i feel that i request that this point is usually normal to happen, so it doesn't happen. Then i might want t,. I don't know. I was my direct manager that i was hoping that you'd be able to have a little more influence and maybe trying to accomplish that raise after such a long time of being here, "
"92",0.291666666666667,0.369791666666667,0.338541666666667,2," Um, recently or no, i'm not looking elsewhere right now. I would like to stay this company, and, um, i really would like the pay raise in order to be able to do that. "
"93",0.358974358974359,0.320512820512821,0.320512820512821,1," Sounds good. "
"94",0.277777777777778,0.277777777777778,0.444444444444444,3," i actually wanted to discuss something with you. I was hoping to have an open conversation with you about potentially increasing my salary. "
"95",0.277777777777778,0.277777777777778,0.444444444444444,3," i actually wanted to discuss something with you. I was hoping to have an open conversation with you about potentially increasing my salary. "
"96",0.513745704467354,0.348797250859107,0.13745704467354,1," done a lot of good things for this company. I have led many projects, brought in a lot of business for the company and have taken a lot of extra work that was not assigned to me.  ~  I can show them all the work i've been doing over the past couple of months. I believe that they re very impressed.  ~  I take i worked the extra hours i have taken on roles that weren't necessarily assigned to me. I have tried my gone out of my way to learn the upper management's job and like to see if i can. I guess kind of like emulate. Um, even if i could, like, learn how to do and they believe that i would be like a great fit for the role. I think i could have gone above and beyond in the past. Um, and i believe that, like, i would be a strong candidate for an upper level job or even a higher salary because i have shown the work and, like, i had to have the work ethic in the productivity for it.  ~  i mean i like know that you’re the person with the final say on if someone gets a raise or not ~  so as like a lower level worker here i've seen a lot of resources that have gone to waste on how we can better fix our budget if i work with you closely on how we can fix our budget do you think then you will be able to find space in the budget to increase my salary  ~  i would like some upward mobility in this company and as a higher level management worker i think i would be a great leader i have strong speaking skills people always respect me and my work ethic i i always show up i rarely ever take a day off and i will always be there for this company rain or shine. "
"97",0.266666666666667,0.366666666666667,0.366666666666667,2," I think that any interaction is better face to face and thought that we could talk about, um, if i could get a raise. And if not, then like, what i can do to improve in the workplace. And then, like, i just wanted some, like, um, like. Constructive feedback from you "
"98",0.326797385620915,0.326797385620915,0.34640522875817,3," Thank you."
"99",0.34640522875817,0.326797385620915,0.326797385620915,1," Doing well. "
"100",0.200312989045383,0.646322378716745,0.153364632237872,2," I’m not doing too well actually, we're behind on our group project and i think you're the cause of it.  ~  i'm fine. I was hoping to talk about our group project with you. There is some problems we need a fix right now.  ~  The group and i feel like we have a lot of work to shoulder, and we're hoping that you'd be able to take on some more work.  ~  i know you're probably really busy preparing for graduation, but it be great if you could accomplish some tasks being a senior, your expertise and, like your knowledge, were go really long way in helping us finish this project ~  But we felt like you haven't put a lot into this project and we will we won't be able to finish his project if you don't get this work done i think we won't be able to graduate if we don't pass this project so i think we need a little more help from your end  ~  so maybe just like when we have like some questions and you keep missing some of our group meeting so just trying to attend the group meetings or like responding to some of our messages would really help us see where you're at and what t we can ask you for help and if you could help us back  ~  yeah so we notice you're really busy but we want have a chance to be able to work on the project we think you have some like great insight and a lot of stuff on what we're doing so it's been really hard tio keep up with the project because the full team hasn't been here  ~  Yeah so i think that's good, but i think still, i think you need to put in like, a little effort, because this is like a group project so just like putting in a little time, like we all know you're busy. And a lot of us are too just taking a little time out of your day to work on this project would really help us move along in the project."
"101",0.226299694189602,0.574923547400612,0.198776758409786,2," i think if we have like four people then like we can have more brains attacking like some problems because being like a sophomore like i don't have much knowledge as you might have to input on the project and show us like the proper direction to go for this project ~  yeah i think like calling in or like via skype just your presence being at the meeting i think we really helped us with that if we have any issue that you might be able to help us like fix that you're right you're like nearby and easy to contact so that we can continue working on this project and that you have like a little input throughout the meetings"
"102",0.232704402515723,0.572327044025157,0.19496855345912,2," Yeah, i think that's a pretty good idea. So i can just, like, check in with you to make sure that, like you, like, you're still technically the leader because the professor assigned you to be the leader so like checking up with you. That, like, what we're doing, is looking in the right direction and that. Like, i'm not taking the group in the wrong direction, making sure that you're also staying involved. So i think assigning me the leader role is okay. But i still think you should. be making the final decisions, because at the end of the day, you're the leader. I'm just the one that you gave some of the work to"
"103",0.301075268817204,0.365591397849462,0.333333333333333,2," Yeah, i just wanted to see how you were doing, and while  i ran into you. I just want to talk about our group project. Have you been giving any thought at all? "
"104",0.242009132420091,0.447488584474886,0.310502283105023,2," That would be helpful. I think just something that kind of balance the workload would be nice, just a little bit more.  ~  i mean, since there's four of us. I mean, it would Be nice if we could do like a twenty five percent split all the way. "
"105",0.20959595959596,0.595959595959596,0.194444444444444,2," Yeah, so i think we're doing okay. But a lot of us are taking on a lot more work than we can kind of handle. We know that you're very busy, but we were just maybe, if we could all meet up again and maybe talk about dividing the tasks up just to keep each other accountable, and i don't mind shoulder a little bit of extra work. But i think because you're able to come to the meetings, maybe at least trying to do some work and kind of stay engaged in the meetings ~  that was great. Great. You could contribute those notes that there may be a little bit about outside research. And then i think just your general contributions, like in our meetings, would be really helpful.  ~  Yeah, that would be great. Yeah, that's a good connection, that sounds good, so we'll just make sure we have very clear tasks. And then if you can't make a meeting that's fine, but we can move forward from there. "
"106",0.273224043715847,0.273224043715847,0.453551912568306,3," no sir actually I wanted to discuss something with you i was hoping to have an open conversation with you about potentially increasing my salary"
"107",0.367697594501718,0.274914089347079,0.357388316151203,1," no sir actually I wanted to discuss something with you i was hoping to have an open conversation with you about potentially increasing my salary ~  over the past three years i felt like i've kind of gotten stock a little bit in the company despite i mean i've won a couple employee of the month awards had the highest productivity rate in the office last year and i filled in for higher management numerous times i really feel like i deserve this raise "
"108",0.303921568627451,0.318627450980392,0.377450980392157,3," I understand that, sir. In your opinion, is there anything that i could work on to improve my standing any more and potentially help help me get over the hump  ~  I totally get it. I mean, i enjoy working here, so i'm not going to be leaving. "
"109",0.299625468164794,0.400749063670412,0.299625468164794,2," that's a tough question, because it has been three years, and i'm definitely going to keep working my best. I always do. Um, if i feel like, you know, maybe it's not going to be right away, but in, like, a year or two, in a couple of years, you know how it is. If i feel like i can earn a little bit of a bump up in pay somewhere else, i might have to take that opportunity. I've got a family, you understand how that is? "
"110",0.327160493827161,0.308641975308642,0.364197530864198,3," Absolutely not.  Thank you for listening to appreciate it. "
"111",0.371527777777778,0.288194444444444,0.340277777777778,1," Um, not exactly. I wanted to discuss with you about my salary and position in the job. ~  so recently have been showing a lot of. I've been helping out the company a lot uh have won a lot of employee awards I have had the highest productivity rate in the office last year and i thought i deserved maybe an increase in salary  ~  i personally just believe i deserve it also coming to this job i expected expected to achieve a higher salary within after a couple of years and that hasn’t been shown yet "
"112",0.358585858585859,0.328282828282828,0.313131313131313,1," um you would you have to go to your higher ups to discuss about it  ~  is there any way i could contact your higher-ups and discuss all my achievements and accomplishments to show them that i've achieved what i believe is enough to earn a higher salary "
"113",0.327485380116959,0.362573099415205,0.309941520467836,2," Can you just let me know if there's any progress in that situation? "
"114",0.320512820512821,0.33974358974359,0.33974358974359,2," Ok, thank you very much. "
"115",0.273224043715847,0.273224043715847,0.453551912568306,3," no ma’am i actually wanted to discuss something with you. I was hoping to have an open conversation with you about potential increasing my salary. "
"116",0.317204301075269,0.333333333333333,0.349462365591398,3," Yeah, i understand, and i think my previous work and experience can back me up on why i think I should get a higher salary. "
"117",0.54320987654321,0.228395061728395,0.228395061728395,1," I have done a lot of good things in this company, i've led many projects brought in a lot of business for the company, taken on higher management roles and have taken a lot of extra work, that was not assigned to me.  ~  I believe i'm the best worker you have in this company. I've been a lot of good things for you, but if you want, you can ask higher management and i can show them all the hard work I’ve done over the past few months, i think there will be really impressed.  ~  Okay, i understand on i just, if possible, could you get back to me when once upper management has made his decision about my salary increase? "
"118",0.355191256830601,0.306010928961749,0.33879781420765,1," Okay, is there any way to reduce that time from a couple of months, to say, perhaps one or two months. "
"119",0.313131313131313,0.267676767676768,0.419191919191919,3," Well, for the past three years since i've been here, my salary has remained stagnant. So i think if i were not to get a salary increase, I may have to consider my options. "
"120",0.33974358974359,0.320512820512821,0.33974358974359,1," Thank you for your time."
"121",0.277777777777778,0.277777777777778,0.444444444444444,3," i actually wanted to talk to you about something i was hoping to open a conversation with you about, potentially, increasing my salary. "
"122",0.277777777777778,0.277777777777778,0.444444444444444,3," i actually wanted to talk to you about something i was hoping to open a conversation with you about, potentially, increasing my salary. "
"123",0.508771929824561,0.31328320802005,0.177944862155388,1," well, i've been working here for a while, and i've done a lot of great things for the company. I've been in charge of a lot of projects, brought in a lot of business, and i've taken a lot of on a lot of extra work that wasn't necessarily my job.  ~  I understand. I can show them my work i've been doing, and i think that would be very impressed.  ~  Okay, that sounds very fair. I just thought it would be important to bring up to you before so you could vouch for me, as you've seen my work done around the office, and maybe that give me potentially more benefit in applying online ~  Um, i'll continue working hard, and i'll try talking to other leaders around the office that could also vouch for me. I could communicate with the hr department, try to show them the work i've done.  ~  okay, it's, part of my job I guess, so I’d be willing to do that.  ~  I have not, because i genuinely enjoyed working here, and i think that i could do some great things for this company. "
"124",0.277777777777778,0.294444444444444,0.427777777777778,3," Oh, hi. I was hoping to talk to you about something. I just wanted to have an open conversation with you about potentially increasing in my salary. "
"125",0.317204301075269,0.381720430107527,0.301075268817204,2," Oh, um, i guess i just wanted to give you a heads up. And i knew that you would have a lot of influence on that. I guess I will just apply for that."
"126",0.48509485094851,0.265582655826558,0.249322493224932,1," Um, well, i've been at this company for a long time for three years, and i haven't received a pay raise and all three of these years. Um, i believe that i have done really good work in this company. I put in a lot of effort on, and i think that results speak for themselves. I've won employee of the month awards numerous times. I have the highest productivity rate for the office in the last year, and i filled in for upper management several times. So i do believe that i am doing a lot of good work here and that i'm deserving of a raise.  ~  i think that i do more than my colleagues who are in the same position. I've also been here for a longer time. So i have more experience. Um, and i think that if you just look at, you know, my employment records, or if you look at your feedback from my managers, that you'll see that i've done above and beyond what a regular worker does here"
"127",0.349462365591398,0.365591397849462,0.28494623655914,2," Yeah, absolutely. Um, and i just tell them everything that I’ve told you. I think bring in my work records and they will speak for themselves."
"128",0.317460317460317,0.376984126984127,0.305555555555556,2," Um, i think that i will definitely continue. To, keep up the word work. I think that i've been keeping now. I definitely think i could bring more customers. And i think that in the future, i have the ability to do really well, in a higher management position get. I understand the vision of the company well, and we'll be able to lead it and do better things for the future"
"129",0.294444444444444,0.361111111111111,0.344444444444444,2," Yeah, absolutely. Yeah. I think that that's, always something that I’m looking for, more opportunities to prove myself"
"130",0.273224043715847,0.273224043715847,0.453551912568306,3," No, sir, i actually wanted to discuss something with you. I was hoping to have an open conversation with you about potentially increasing my salary. "
"131",0.480392156862745,0.259803921568627,0.259803921568627,1," Yes, i have done a lot of good things for the company. I have led many projects, brought in a lot of business for the company and have taken a lot of extra work that was not assigned to me."
"132",0.408045977011494,0.304597701149425,0.28735632183908,1," i can show them all the work i have been doing over the past couple of months. I believe they would be very impressed.  "
"133",0.287179487179487,0.302564102564103,0.41025641025641,3," Well, thank you for your help. And i appreciate your support. And if i do not get approved, are there any other options, that I can reapply or do something else, to Essentially get a raise."
"134",0.287037037037037,0.314814814814815,0.398148148148148,3,"  Yes, yeah, and i have received offers from other companies. So i want to, uh, keep the honor of this company and ask for a pay raise before i considered the other option. ~  uh, yes, currently they have offered me a higher salary.  ~  I will talk the other offer. "
"135",0.277777777777778,0.327777777777778,0.394444444444444,3," No, um, i just wanted to talk about my current status. Um, i think the i was hoping to have a conversation about potentially salary. "
"136",0.475694444444444,0.246527777777778,0.277777777777778,1," i've been doing, a lot of good work for the company over the past years. I've led a lot of projects subbed in for higher level management when you guys were busy with something else, I brought business for the company. And so I think because of all those things I deserve a better thing. ~  Uh, yeah, but at the same time, i think that, if you ask anyone in the office based on the fact that I’ve gotten so many employee of the month awards in the past, that I would deserve an increase in my salary and it’s been a few years not. "
"137",0.322404371584699,0.371584699453552,0.306010928961749,2," I think that’s fine, as long as you also see where I’m coming from and why I think I deserve a higher salary. "
"138",0.333333333333333,0.333333333333333,0.333333333333333,1," Perhaps, I’m pretty dedicated to this company, and I’ve been working hard, but I would like to stay at this company. "
"139",0.273224043715847,0.273224043715847,0.453551912568306,3," No, ma’am, i actually wanted to discuss something. I was hoping to have an open conversation with you about potentially raising my salary."
"140",0.273224043715847,0.273224043715847,0.453551912568306,3," No, ma’am, i actually wanted to discuss something. I was hoping to have an open conversation with you about potentially raising my salary."
"141",0.273224043715847,0.273224043715847,0.453551912568306,3," No, ma’am, i actually wanted to discuss something. I was hoping to have an open conversation with you about potentially raising my salary."
"142",0.539855072463768,0.246376811594203,0.213768115942029,1," I've done a lot of good things for the company. I have led many extra, many projects, that brought in a lot of business with the company. And i've taken a lot of extra work that was not assigned to me. ~  Well, i can show them all the work i've been doing over the past couple of months. I believe they'd be pretty impressed.  ~  I understand that. I just wanted to have honest conversation with you about my standing in the company and about how i feel about the work. "
"143",0.301075268817204,0.397849462365591,0.301075268817204,2," I think i would, because of the extent of work i've been doing. But i also understand if, for some extraordinary reason you would not be able to do it, i would understand if it were a real reason for that."
"144",0.274261603375527,0.312236286919831,0.413502109704641,3," I was just wondering if we could discuss about if I could get a pay raise? I haven't mentioned in a long time, but since being with the company for very long and just rising through the company, I thought it was time. With family expenses, rising and me not making as much, I thought this would be the most opportune time to request a pay raise. "
"145",0.294444444444444,0.327777777777778,0.377777777777778,3," I thought you would be the ideal person to talk to about this just because you are my boss, you are in charge of pay roll and everything"
"146",0.312865497076023,0.312865497076023,0.374269005847953,3," According to my awards, as or recently over the past few years i've been employee of the month several times, I’ve had the highest productivity rate in the office last year, and I’ve also been taking on tasks that weren’t necessarily assigned to me, so based on these credentials, I thought I should deserve a pay raise. ~  I came in with the intention of working my way up but recently my position has been very stagnant, there have not been many opportunities to grow within the company. I’m not saying I have to rise up on the ladders, or anything like that, but a small pay raise would be great. ~  I would be more than willing to do that. I don’t mind anything as long as I can like possibly get a pay raise, I would be more than down to help the company out as much as I can. "
"147",0.31638418079096,0.401129943502825,0.282485875706215,2," Yeah of course, I just though I should let you know and see your opinion first. "
"148",0.256038647342995,0.371980676328502,0.371980676328502,2," Maybe to compensate for it, instead of getting a raise, we can have vacation days, compensated vacation days. So it’s not necessarily a raise but it’s like a paid expense trip. "
"149",0.28735632183908,0.28735632183908,0.425287356321839,3,"  No, i actually wanted to discuss. I was hoping to have a conversation with you about potentially increasing my salary."
"150",0.52962962962963,0.274074074074074,0.196296296296296,1," Um, i have done a lot of good things. Led many projects, brought in a lot of business for the company, and have taken on a lot o of extra work that has not been assigned to me. ~  no it's, fine. There, you're going to show from all the work that i've been doing over the past couple months. You can ask anyone the office, including upper management about my work. I think that you would find that i work hard. Or that I have good, good work ethic. "
"151",0.375757575757576,0.321212121212121,0.303030303030303,1," Yeah. So whatever works around your schedule. "
"152",0.315476190476191,0.297619047619048,0.386904761904762,3," I might have to start looking for another job at that point. "
"153",0.345679012345679,0.308641975308642,0.345679012345679,1," Thank you for saying that, and thank you for your time. "
